,Sum log-adjP-values,adjP-values,Category
Lgals3,-215.31856757790035,"[0.00033481914433205573, 1e-10, 1e-10, 1e-10, 0.02140671364325315, 0.746193240861999, 1.796664512815233e-05, 0.0009295823889170784, 1e-10, 0.42323704745958435, 0.008574490727420843, 1.7587886239922632e-06, 1e-10, 0.47167342030002823, 0.003377762770206452, 1e-10, 1e-10, 0.9324291331484414, 1e-10, 1e-10, 1e-10, 0.9250543615707505, 0.8390829135596253, 0.3036645489905078, 1e-10, 0.0028751539660686934, 1e-10, 0.42261044594757763, 1e-10, 1e-10, 1e-10, 3.0300739989870537e-09, 0.0006088433861578987, 1e-10, 1.0731181077285649e-06, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Atp5l,-212.7018352200796,"[0.6011688927736829, 0.6777195382273614, 0.19605667746667352, 1e-10, 0.02615557225843447, 1.468535066436584e-05, 0.00011774592153745444, 1e-10, 1e-10, 1e-10, 0.034907112607297744, 0.1047609615128408, 0.937152999317414, 0.008689995111827208, 0.259302998178085, 1.1732776985262733e-08, 1e-10, 0.007342458394082596, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.06498136656569009, 1e-10, 4.0677488443706296e-09, 1e-10, 0.9507250300956993, 1.1939093392902048e-08, 1e-10, 1e-10, 1e-10, 0.0025392618716498167, 0.018614420685416112, 5.8293840349018425e-05, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rpl12,-212.56969486552956,"[1e-10, 1e-10, 0.4361754512994439, 9.454144731040816e-06, 1e-10, 1e-10, 0.10702731528165697, 4.905021756151478e-05, 1e-10, 0.45013761941428687, 1e-10, 1e-10, 0.7207359559349823, 0.011997083326724714, 0.543985193842006, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.41132007966127115, 1e-10, 0.008766648119828229, 0.03733886438470075, 0.00018308547926399921, 0.0017697599340078282, 0.3485536930076666, 0.113216682051835, 0.009174120084062116, 5.52503203425469e-10, 1e-10, 0.46305078620890866, 1e-10, 1.4542900615270883e-06, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Tpt1,-211.9875858188908,"[6.125254360900276e-06, 0.7216987809619255, 1.6305819485522915e-05, 0.012710040096391033, 1e-10, 2.0759065905355392e-10, 0.4751760698970357, 1e-10, 1e-10, 1e-10, 0.6380478267092194, 0.8377930151770343, 1.2411097052973715e-07, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.9330137339361302, 0.016219302644436252, 1e-10, 2.302320161965558e-05, 0.1156145630903949, 1e-10, 0.47068108820947707, 0.9914678673310672, 1e-10, 1e-10, 1e-10, 1e-10, 0.07143285850869908, 1e-10, 0.000127814500023171, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Gnb2l1,-211.73989870228252,"[1e-10, 1e-10, 0.00366842733662697, 1e-10, 1e-10, 3.679330196490686e-10, 0.06969136248435866, 0.9810206008269409, 1e-10, 0.0006045492292771752, 0.9334258105966899, 1e-10, 0.2153054161874655, 0.6552231521794675, 0.3667182759264226, 1e-10, 1e-10, 0.1718481229452754, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.43410797393754774, 0.4474673613262232, 0.011517922399543292, 0.02959494111616454, 0.031189697008181562, 0.5486152890863688, 1e-10, 1e-10, 1e-10, 0.8694138215530592, 3.991224510278191e-08, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Malat1,-211.2356134532155,"[0.7400049944122264, 1.5928404695488184e-05, 0.004230175484190163, 0.2399538817860757, 1e-10, 1e-10, 0.49642778642474156, 1e-10, 0.07277503093354688, 1e-10, 1e-10, 1e-10, 0.012708273345963965, 0.023018545542013578, 2.729219344594331e-06, 0.734800354844868, 1e-10, 1e-10, 0.07633652194865033, 7.080964371659878e-10, 1e-10, 1e-10, 4.389377374917598e-05, 0.016340213753523902, 0.00014117911695912558, 1e-10, 1e-10, 0.9528969710433953, 1e-10, 1e-10, 0.005332936951747298, 1e-10, 0.8522295351637469, 1e-10, 0.9670699197749835, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Ptma,-210.10749529469228,"[3.057105065468727e-05, 2.703373863573729e-10, 3.036449565114641e-05, 0.00018455750014409163, 1e-10, 1e-10, 0.006691976908089618, 1e-10, 1e-10, 1e-10, 0.0003455052814312917, 0.00016536997091449904, 0.07714674614705963, 0.012707578230466355, 0.037656500491438157, 1e-10, 1e-10, 1.2440532675492277e-05, 1e-10, 1e-10, 0.23050107445892293, 3.6340674479594785e-06, 1.1185376693532984e-06, 0.8713799669257593, 9.205821797233581e-05, 0.2917977515356211, 6.64687603317923e-10, 0.28202485110421166, 0.189314830458888, 1e-10, 1e-10, 1e-10, 0.6400214675647388, 0.019271369639758493, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Ddx5,-210.0885965140153,"[3.481208500698521e-05, 1.136510092706621e-09, 1.2600647114969878e-10, 0.2625723283003018, 1e-10, 1e-10, 2.7868722613433844e-09, 0.00017128563341892652, 1e-10, 1e-10, 1e-10, 0.0001546564753019145, 0.002746424047622934, 0.0002501183707117895, 0.20589797189310535, 0.11583645771573771, 1e-10, 0.3187276295271384, 1e-10, 1e-10, 1e-10, 1e-10, 0.30014215475281514, 0.1748547206383132, 0.9334477420628274, 1e-10, 1e-10, 0.8748272590037173, 0.02806040790287714, 1e-10, 0.08092805227107283, 1e-10, 0.006500054024293187, 0.015754297950120566, 1e-10, 0.00016214226787423968]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Ppia,-209.6098698717322,"[0.0007993397839945759, 1e-10, 0.5356998236721396, 0.6337548265483098, 1e-10, 7.167707967441222e-07, 0.34891300424803784, 1e-10, 1e-10, 1e-10, 0.9321796060871581, 0.1767340570411488, 9.98912182615415e-05, 0.3541210144676976, 0.44496191141731956, 0.1053176350507211, 1e-10, 1.3372658283024064e-05, 0.027583984131339372, 1e-10, 1e-10, 1e-10, 1e-10, 0.014883700350276185, 5.466704573478928e-07, 8.543804705186792e-10, 1.7477591638263658e-09, 0.8880136548518487, 0.08741800459777427, 1e-10, 1e-10, 1e-10, 0.0029291179293497393, 1e-10, 1.299972344528342e-07, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rpl39,-209.3248823709459,"[1.6763187027222253e-10, 1e-10, 0.2518263005481808, 1e-10, 1e-10, 1e-10, 0.3158987616027752, 0.18139030640318526, 0.016702253004488087, 0.8572498322304661, 1e-10, 1e-10, 0.0014569230086775686, 0.6527729003143422, 0.23052227052182278, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 4.223224209789162e-10, 4.161668137139163e-05, 1e-10, 0.24445633617807178, 0.42367801160141216, 2.1557428484365353e-05, 0.12453618463098956, 0.8220597622277169, 0.052595867156747925, 1e-10, 1.7483767914183183e-09, 1e-10, 0.9066244471934647, 1e-10, 0.018609945188637234, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Ifitm3,-208.27011306300366,"[0.950768307132936, 0.2633388974380477, 0.02876816771155241, 0.034599027004330644, 1e-10, 1e-10, 9.457758944850155e-09, 1e-10, 1e-10, 0.6335161837465308, 0.00025144852018119796, 1e-10, 0.029410723419002756, 1e-10, 0.31490723338373094, 0.00011614673725439192, 1e-10, 1e-10, 1e-10, 0.6592005720323667, 1e-10, 1e-10, 0.05103040381915624, 0.7673577365432228, 0.07230749701910415, 0.4117076428049212, 2.2962679989166237e-05, 0.05662834301460042, 1e-10, 1e-10, 1e-10, 0.4741850802934463, 2.8054964055726884e-08, 1e-10, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rps27,-207.80488125460877,"[0.008613120351438183, 1.210023658855166e-09, 0.7761272046028759, 1e-10, 1e-10, 1e-10, 0.021335478772083444, 1e-10, 1e-10, 2.3384658849088508e-05, 8.95794939116204e-07, 1e-10, 0.05648684391243519, 0.7816479585141284, 0.15983086039714295, 1.6291265481996392e-09, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.42456358573381864, 0.00025607754720705024, 0.0983910362269453, 0.4436213744308952, 2.6588141076579114e-10, 1e-10, 0.1129996411398888, 0.00278291252051516, 3.4709557170749444e-07, 0.4503246343870212, 8.425284854125357e-10, 0.1405568085530703, 8.220392480096457e-09, 0.624546547870744, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rbm3,-207.79856599955616,"[0.0021347420406988503, 2.7145184148939423e-08, 0.8824636275270676, 1e-10, 0.03950043635177899, 0.04788149974033606, 0.7209599805794994, 0.0076681014809108616, 1e-10, 7.494901503408576e-05, 1e-10, 1e-10, 0.00046105804811937765, 1.7245386143966125e-09, 0.5456508876285172, 0.5558375043765476, 3.4309182145578185e-06, 0.7625017349132867, 1.7961226590206857e-05, 1e-10, 1e-10, 0.004480570359227123, 1e-10, 0.6401411748953552, 1e-10, 1e-10, 1e-10, 0.9165403134153463, 1e-10, 1e-10, 1e-10, 1e-10, 0.17355007975398845, 0.000793563215396522, 9.672060272608165e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Eef2,-207.12714830718608,"[1.3409264685876557e-07, 1e-10, 0.0003059494111799006, 1e-10, 1e-10, 1e-10, 0.6059406202932788, 9.492878220815902e-10, 1.7508331786812935e-07, 1e-10, 0.002727046191832537, 1e-10, 0.06943578163629346, 0.01359343317646321, 0.6508859543227012, 5.190432981070059e-07, 5.227468775926975e-10, 0.6873626247387381, 1e-10, 1e-10, 1e-10, 0.0008437985709737882, 1e-10, 0.06894723649587875, 1e-10, 0.0018381501851425456, 0.015683474337463588, 0.057265327989814624, 2.777155285829814e-05, 0.20523783993935169, 7.423868493884694e-08, 1e-10, 0.23319922282393551, 1.350935800787754e-06, 0.4514536655259422, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
