,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Myo1f,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
BC051142,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Msh5,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ly6g6d,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lta,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
H2-M9,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gnmt,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
AI661453,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Treml2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Dazl,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Emr4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700061G19Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ndc80,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Epcam,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gtf2a1l,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
LOC100044193,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pcdhb11,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pcdhb12,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pcdhb13,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Slc25a2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pcdhga3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pcdhgb6,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pde6a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Mppe1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930465K10Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Slc14a1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Doc2g,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700020D05Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tigd3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gpha2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Slc22a12,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700019N12Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lrrc10b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ppp1r32,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cd6,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ms4a7,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Glyat,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Rln1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prkg1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm6642,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
8430431K14Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Dntt,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cnnm1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Sec31b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Kcnip2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Eno4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Slc18a2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
E330013P04Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam23a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cacnb2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
AA543186,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fcna,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ak8,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Qrfp,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ralgps1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
AI182371,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lypd6b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm13546,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ly75,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Scn2a1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Galnt3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Hoxd13,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cerkl,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prdm11,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lrrc4c,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fmn1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
D330050G23Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Itpka,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Capn3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Serinc4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Duoxa1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Duox1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm14085,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prom2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Mertk,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Adra1d,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prnd,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Chgb,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ism1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
C630020P19Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm20571,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
6430550D23Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Nnat,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ocstamp,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700029J11Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1600027N09Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Eef1a2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm6300,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cyp7b1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930429B21Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Usp13,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
LOC626410,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
2610316D01Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
5031434O11Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Frem2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tm4sf4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam194a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tmem144,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fgg,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cd5l,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4933430H15Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Bglap,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
S100a14,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
S100a2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Bcl9,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm15471,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Kcnc4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gstm3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
5330417C22Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ntng1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
D3Bwg0562e,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ugt8a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lef1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Adh7,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gipc2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tox,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Mmp16,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Atp6v0d2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Srsf12,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tmem215,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Aqp3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam166b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Sit1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Aldh1b1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Mup3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Astn2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm5860,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930579C15Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Dab1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Heatr8,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cyb5rl,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm12824,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Faah,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tmem125,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Edn2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Zfp69,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Dcdc2b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cnr2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930549C01Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ephb2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Kif17,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Padi2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam131c,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm13251,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Car6,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tnfrsf14,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
9330182L06Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Napepld,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Wdr86,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Actr3b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930557J02Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Psapl1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Zcchc4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
0610040J01Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gabra4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Lphn3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Afp,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gbp8,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Mfsd7a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm15787,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
4930515G01Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tesc,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
AW549542,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Oas1c,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tmem116,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Adam1b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Dnahc10,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
2010001M06Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Styxl1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Zp3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Upk3b,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Pilrb2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gal3st4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Amz1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gna12,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Card11,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Ankrd61,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700001J03Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Wdr95,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gpr85,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Asb15,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Klf14,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Atp6v0a4,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
AI854703,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam190a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cd8a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
D6Mm5e,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Actg2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700019G17Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Tgfa,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
D6Ertd527e,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Fam19a1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prok2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm19757,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Il17re,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Prrt3,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Atp2b2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
2510049J12Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Snora7a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
BC060267,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Cecr6,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Aicda,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Clec4n,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
1700013D24Rik,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Kcna6,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Nrip2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Klrb1c,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Clec2i,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Clec12a,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Klrd1,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Klri2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Crebl2,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
BC049715,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
Gm10400,-0.030238859,0.290076474,Limb-Muscle_skeletal muscle satellite cell,0.030238859
