,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Mrps7,-0.037887518,0.084748972,Kidney_kidney proximal convoluted tubule epithelial cell,0.037887518
Ppp1r3c,0.03788476,0.084771653,Kidney_kidney proximal convoluted tubule epithelial cell,0.03788476
Cryl1,0.037871719,0.084878963,Kidney_kidney proximal convoluted tubule epithelial cell,0.037871719
Snrpa,-0.037868705,0.084903774,Kidney_kidney proximal convoluted tubule epithelial cell,0.037868705
Tmem70,-0.037868518,0.084905314,Kidney_kidney proximal convoluted tubule epithelial cell,0.037868518
B130034C11Rik,0.03784962,0.085061054,Kidney_kidney proximal convoluted tubule epithelial cell,0.03784962
Col20a1,-0.037848569,0.085069723,Kidney_kidney proximal convoluted tubule epithelial cell,0.037848569
Rdh9,-0.037848569,0.085069723,Kidney_kidney proximal convoluted tubule epithelial cell,0.037848569
Lmod1,-0.037848569,0.085069723,Kidney_kidney proximal convoluted tubule epithelial cell,0.037848569
Sema7a,-0.03783423,0.08518805,Kidney_kidney proximal convoluted tubule epithelial cell,0.03783423
Dnajc24,0.037830457,0.08521921,Kidney_kidney proximal convoluted tubule epithelial cell,0.037830457
Siah1a,0.037807248,0.085411078,Kidney_kidney proximal convoluted tubule epithelial cell,0.037807248
Aqp4,0.037805732,0.085423624,Kidney_kidney proximal convoluted tubule epithelial cell,0.037805732
Panx1,-0.037796894,0.085496786,Kidney_kidney proximal convoluted tubule epithelial cell,0.037796894
Robo4,-0.037786238,0.085585065,Kidney_kidney proximal convoluted tubule epithelial cell,0.037786238
Zfp229,-0.037785102,0.085594478,Kidney_kidney proximal convoluted tubule epithelial cell,0.037785102
Dad1,0.037775895,0.085670823,Kidney_kidney proximal convoluted tubule epithelial cell,0.037775895
Zbtb24,0.03774877,0.085896057,Kidney_kidney proximal convoluted tubule epithelial cell,0.03774877
Ankrd1,0.037739905,0.085969774,Kidney_kidney proximal convoluted tubule epithelial cell,0.037739905
Mettl13,-0.03773561,0.0860055,Kidney_kidney proximal convoluted tubule epithelial cell,0.03773561
Cox11,-0.03773514,0.086009417,Kidney_kidney proximal convoluted tubule epithelial cell,0.03773514
Tti1,-0.037731198,0.086042225,Kidney_kidney proximal convoluted tubule epithelial cell,0.037731198
Zfp788,0.037726181,0.086083986,Kidney_kidney proximal convoluted tubule epithelial cell,0.037726181
Ogfod2,-0.037724529,0.086097747,Kidney_kidney proximal convoluted tubule epithelial cell,0.037724529
Eng,-0.037722108,0.086117911,Kidney_kidney proximal convoluted tubule epithelial cell,0.037722108
Vcam1,0.03770763,0.086238576,Kidney_kidney proximal convoluted tubule epithelial cell,0.03770763
Rassf1,0.037707416,0.086240357,Kidney_kidney proximal convoluted tubule epithelial cell,0.037707416
Ypel3,-0.037706067,0.086251608,Kidney_kidney proximal convoluted tubule epithelial cell,0.037706067
Qtrtd1,-0.037697857,0.086320103,Kidney_kidney proximal convoluted tubule epithelial cell,0.037697857
Zfp667,0.037694489,0.086348212,Kidney_kidney proximal convoluted tubule epithelial cell,0.037694489
Rpl7l1,-0.037689718,0.086388051,Kidney_kidney proximal convoluted tubule epithelial cell,0.037689718
Ptplad1,-0.03767717,0.086492886,Kidney_kidney proximal convoluted tubule epithelial cell,0.03767717
2700046G09Rik,0.037671717,0.086538475,Kidney_kidney proximal convoluted tubule epithelial cell,0.037671717
Nme3,0.037667252,0.086575822,Kidney_kidney proximal convoluted tubule epithelial cell,0.037667252
Mdn1,-0.037661399,0.086624797,Kidney_kidney proximal convoluted tubule epithelial cell,0.037661399
Agrn,-0.037658261,0.086651063,Kidney_kidney proximal convoluted tubule epithelial cell,0.037658261
Mrpl55,-0.037653234,0.08669315,Kidney_kidney proximal convoluted tubule epithelial cell,0.037653234
1810063B05Rik,-0.037651317,0.086709207,Kidney_kidney proximal convoluted tubule epithelial cell,0.037651317
Zfp764,0.037639374,0.086809285,Kidney_kidney proximal convoluted tubule epithelial cell,0.037639374
Serhl,-0.037634259,0.086852175,Kidney_kidney proximal convoluted tubule epithelial cell,0.037634259
Hdhd3,0.037626597,0.08691646,Kidney_kidney proximal convoluted tubule epithelial cell,0.037626597
Kidins220,-0.037623543,0.086942087,Kidney_kidney proximal convoluted tubule epithelial cell,0.037623543
Hip1,0.037617427,0.086993435,Kidney_kidney proximal convoluted tubule epithelial cell,0.037617427
Hectd3,-0.037609942,0.087056319,Kidney_kidney proximal convoluted tubule epithelial cell,0.037609942
Bap1,-0.037590668,0.087218396,Kidney_kidney proximal convoluted tubule epithelial cell,0.037590668
Rad50,0.037584817,0.087267647,Kidney_kidney proximal convoluted tubule epithelial cell,0.037584817
Prep,0.037578063,0.087324524,Kidney_kidney proximal convoluted tubule epithelial cell,0.037578063
Sf3b4,0.037554311,0.087524787,Kidney_kidney proximal convoluted tubule epithelial cell,0.037554311
Top3a,0.037554096,0.087526606,Kidney_kidney proximal convoluted tubule epithelial cell,0.037554096
Rbm12b,0.037545875,0.087596008,Kidney_kidney proximal convoluted tubule epithelial cell,0.037545875
Gbf1,-0.037544698,0.087605946,Kidney_kidney proximal convoluted tubule epithelial cell,0.037544698
2410127L17Rik,0.037540264,0.087643399,Kidney_kidney proximal convoluted tubule epithelial cell,0.037540264
Dnajb9,0.037539497,0.087649877,Kidney_kidney proximal convoluted tubule epithelial cell,0.037539497
Macrod2,-0.037537752,0.087664625,Kidney_kidney proximal convoluted tubule epithelial cell,0.037537752
Tecpr1,-0.037537374,0.087667821,Kidney_kidney proximal convoluted tubule epithelial cell,0.037537374
Agpat6,-0.037536916,0.087671687,Kidney_kidney proximal convoluted tubule epithelial cell,0.037536916
Amica1,0.03753348,0.087700725,Kidney_kidney proximal convoluted tubule epithelial cell,0.03753348
Chst2,-0.037531866,0.08771437,Kidney_kidney proximal convoluted tubule epithelial cell,0.037531866
Dzip1l,0.037529109,0.087737683,Kidney_kidney proximal convoluted tubule epithelial cell,0.037529109
Ap3m2,-0.037517056,0.087839646,Kidney_kidney proximal convoluted tubule epithelial cell,0.037517056
Ubxn4,0.03751598,0.087848759,Kidney_kidney proximal convoluted tubule epithelial cell,0.03751598
Phactr2,0.037513309,0.087871363,Kidney_kidney proximal convoluted tubule epithelial cell,0.037513309
Sufu,0.037512701,0.087876517,Kidney_kidney proximal convoluted tubule epithelial cell,0.037512701
Fmr1nb,0.03751138,0.087887701,Kidney_kidney proximal convoluted tubule epithelial cell,0.03751138
Atp6v1g2,-0.037500769,0.087977585,Kidney_kidney proximal convoluted tubule epithelial cell,0.037500769
Xrcc2,-0.037497908,0.08800183,Kidney_kidney proximal convoluted tubule epithelial cell,0.037497908
Invs,0.037496428,0.088014377,Kidney_kidney proximal convoluted tubule epithelial cell,0.037496428
Tlk1,0.037489687,0.088071535,Kidney_kidney proximal convoluted tubule epithelial cell,0.037489687
Decr2,0.037477119,0.088178185,Kidney_kidney proximal convoluted tubule epithelial cell,0.037477119
Tirap,0.037476994,0.088179246,Kidney_kidney proximal convoluted tubule epithelial cell,0.037476994
Ulk2,0.037474052,0.088204233,Kidney_kidney proximal convoluted tubule epithelial cell,0.037474052
Hrasls,0.037473293,0.088210675,Kidney_kidney proximal convoluted tubule epithelial cell,0.037473293
Pm20d2,0.037444864,0.088452377,Kidney_kidney proximal convoluted tubule epithelial cell,0.037444864
Pebp1,0.037443938,0.088460263,Kidney_kidney proximal convoluted tubule epithelial cell,0.037443938
Pus10,0.037438887,0.088503264,Kidney_kidney proximal convoluted tubule epithelial cell,0.037438887
Cdc6,0.037438602,0.088505684,Kidney_kidney proximal convoluted tubule epithelial cell,0.037438602
Bcl2l2,-0.037429638,0.088582047,Kidney_kidney proximal convoluted tubule epithelial cell,0.037429638
Cdc7,0.037424297,0.088627566,Kidney_kidney proximal convoluted tubule epithelial cell,0.037424297
Mia3,-0.037417563,0.088684992,Kidney_kidney proximal convoluted tubule epithelial cell,0.037417563
Gab2,-0.037412052,0.088732003,Kidney_kidney proximal convoluted tubule epithelial cell,0.037412052
Zfp958,0.037390008,0.088920267,Kidney_kidney proximal convoluted tubule epithelial cell,0.037390008
Mansc1,-0.037378901,0.089015244,Kidney_kidney proximal convoluted tubule epithelial cell,0.037378901
Ubp1,0.037374961,0.089048957,Kidney_kidney proximal convoluted tubule epithelial cell,0.037374961
Fam108c,0.037357995,0.08919424,Kidney_kidney proximal convoluted tubule epithelial cell,0.037357995
Nradd,-0.03734196,0.089331723,Kidney_kidney proximal convoluted tubule epithelial cell,0.03734196
Senp8,0.037340971,0.089340205,Kidney_kidney proximal convoluted tubule epithelial cell,0.037340971
Rhbg,0.037331022,0.089425602,Kidney_kidney proximal convoluted tubule epithelial cell,0.037331022
Med19,0.037326729,0.089462471,Kidney_kidney proximal convoluted tubule epithelial cell,0.037326729
Fzd7,0.037324881,0.089478344,Kidney_kidney proximal convoluted tubule epithelial cell,0.037324881
Rasl11b,0.0373184,0.089534038,Kidney_kidney proximal convoluted tubule epithelial cell,0.0373184
Lypla2,-0.037312467,0.089585041,Kidney_kidney proximal convoluted tubule epithelial cell,0.037312467
Fbxl2,-0.037306217,0.089638795,Kidney_kidney proximal convoluted tubule epithelial cell,0.037306217
Engase,-0.037300286,0.089689833,Kidney_kidney proximal convoluted tubule epithelial cell,0.037300286
Cd8b1,0.037281501,0.089851632,Kidney_kidney proximal convoluted tubule epithelial cell,0.037281501
Prss36,0.037272944,0.089925415,Kidney_kidney proximal convoluted tubule epithelial cell,0.037272944
Limk1,-0.03727143,0.089938477,Kidney_kidney proximal convoluted tubule epithelial cell,0.03727143
Ppp1r12a,0.037269669,0.089953663,Kidney_kidney proximal convoluted tubule epithelial cell,0.037269669
2510049J12Rik,0.037268088,0.089967306,Kidney_kidney proximal convoluted tubule epithelial cell,0.037268088
Taf12,0.037265433,0.089990219,Kidney_kidney proximal convoluted tubule epithelial cell,0.037265433
Mis12,0.037260937,0.090029026,Kidney_kidney proximal convoluted tubule epithelial cell,0.037260937
Cpeb1,0.037255034,0.090080001,Kidney_kidney proximal convoluted tubule epithelial cell,0.037255034
Mtch1,-0.037245302,0.090164089,Kidney_kidney proximal convoluted tubule epithelial cell,0.037245302
Tep1,0.037242417,0.090189022,Kidney_kidney proximal convoluted tubule epithelial cell,0.037242417
Gne,-0.037239317,0.090215827,Kidney_kidney proximal convoluted tubule epithelial cell,0.037239317
Slco1a4,-0.037230331,0.090293563,Kidney_kidney proximal convoluted tubule epithelial cell,0.037230331
Tmem29,-0.037214923,0.090426978,Kidney_kidney proximal convoluted tubule epithelial cell,0.037214923
Ywhaq,0.03720853,0.090482376,Kidney_kidney proximal convoluted tubule epithelial cell,0.03720853
E2f6,0.037207989,0.090487071,Kidney_kidney proximal convoluted tubule epithelial cell,0.037207989
1500001M20Rik,0.03720637,0.090501105,Kidney_kidney proximal convoluted tubule epithelial cell,0.03720637
Slamf8,0.037198994,0.090565067,Kidney_kidney proximal convoluted tubule epithelial cell,0.037198994
Mtf1,0.037173935,0.090782657,Kidney_kidney proximal convoluted tubule epithelial cell,0.037173935
Tubgcp6,-0.037159592,0.090907382,Kidney_kidney proximal convoluted tubule epithelial cell,0.037159592
Fam38a,0.037128156,0.091181234,Kidney_kidney proximal convoluted tubule epithelial cell,0.037128156
Trim23,0.037114479,0.091300584,Kidney_kidney proximal convoluted tubule epithelial cell,0.037114479
Sh2d3c,-0.037111266,0.091328642,Kidney_kidney proximal convoluted tubule epithelial cell,0.037111266
Ddx19b,-0.037106502,0.091370251,Kidney_kidney proximal convoluted tubule epithelial cell,0.037106502
Nphp4,-0.037090878,0.09150683,Kidney_kidney proximal convoluted tubule epithelial cell,0.037090878
Ift88,0.037087201,0.091538994,Kidney_kidney proximal convoluted tubule epithelial cell,0.037087201
BC031361,0.037079099,0.091609911,Kidney_kidney proximal convoluted tubule epithelial cell,0.037079099
Arfgap2,-0.037071507,0.09167639,Kidney_kidney proximal convoluted tubule epithelial cell,0.037071507
6030446N20Rik,0.037071091,0.091680038,Kidney_kidney proximal convoluted tubule epithelial cell,0.037071091
Atg3,0.037068013,0.091707004,Kidney_kidney proximal convoluted tubule epithelial cell,0.037068013
Dok1,0.03706641,0.091721055,Kidney_kidney proximal convoluted tubule epithelial cell,0.03706641
Bambi-ps1,0.03706486,0.091734638,Kidney_kidney proximal convoluted tubule epithelial cell,0.03706486
Dcaf8,-0.037062892,0.091751886,Kidney_kidney proximal convoluted tubule epithelial cell,0.037062892
Pdlim4,0.037059523,0.091781418,Kidney_kidney proximal convoluted tubule epithelial cell,0.037059523
Lmtk2,-0.037054219,0.091827936,Kidney_kidney proximal convoluted tubule epithelial cell,0.037054219
Arf6,0.037050576,0.091859893,Kidney_kidney proximal convoluted tubule epithelial cell,0.037050576
Gpr64,0.037039419,0.091957826,Kidney_kidney proximal convoluted tubule epithelial cell,0.037039419
Nrap,0.037036684,0.091981844,Kidney_kidney proximal convoluted tubule epithelial cell,0.037036684
Nudt6,-0.037036176,0.091986313,Kidney_kidney proximal convoluted tubule epithelial cell,0.037036176
Klf1,0.037035075,0.091995979,Kidney_kidney proximal convoluted tubule epithelial cell,0.037035075
Rabggtb,0.037024716,0.092087012,Kidney_kidney proximal convoluted tubule epithelial cell,0.037024716
Otud1,0.03702339,0.092098675,Kidney_kidney proximal convoluted tubule epithelial cell,0.03702339
Gopc,-0.037017109,0.092153912,Kidney_kidney proximal convoluted tubule epithelial cell,0.037017109
Nccrp1,-0.037009927,0.092217102,Kidney_kidney proximal convoluted tubule epithelial cell,0.037009927
Mall,-0.037009853,0.092217759,Kidney_kidney proximal convoluted tubule epithelial cell,0.037009853
Mrps9,-0.037009465,0.092221174,Kidney_kidney proximal convoluted tubule epithelial cell,0.037009465
Capzb,0.037002589,0.092281703,Kidney_kidney proximal convoluted tubule epithelial cell,0.037002589
Shmt1,0.036995869,0.092340898,Kidney_kidney proximal convoluted tubule epithelial cell,0.036995869
Prkab1,-0.036982432,0.092459356,Kidney_kidney proximal convoluted tubule epithelial cell,0.036982432
Srr,-0.03697283,0.092544075,Kidney_kidney proximal convoluted tubule epithelial cell,0.03697283
Ptcd2,-0.036968428,0.092582932,Kidney_kidney proximal convoluted tubule epithelial cell,0.036968428
Xlr5b,0.036963663,0.092625011,Kidney_kidney proximal convoluted tubule epithelial cell,0.036963663
Cc2d1a,-0.036959922,0.092658062,Kidney_kidney proximal convoluted tubule epithelial cell,0.036959922
Spata7,-0.036959051,0.092665755,Kidney_kidney proximal convoluted tubule epithelial cell,0.036959051
Pard6g,-0.036957037,0.092683551,Kidney_kidney proximal convoluted tubule epithelial cell,0.036957037
Tgds,0.036956558,0.092687789,Kidney_kidney proximal convoluted tubule epithelial cell,0.036956558
Xiap,0.036946818,0.092773893,Kidney_kidney proximal convoluted tubule epithelial cell,0.036946818
Copg,-0.036942634,0.092810903,Kidney_kidney proximal convoluted tubule epithelial cell,0.036942634
Sparc,0.036938797,0.092844857,Kidney_kidney proximal convoluted tubule epithelial cell,0.036938797
Abca8b,0.036929617,0.092926115,Kidney_kidney proximal convoluted tubule epithelial cell,0.036929617
Cyp2c38,0.036929617,0.092926115,Kidney_kidney proximal convoluted tubule epithelial cell,0.036929617
Morn5,0.036929617,0.092926115,Kidney_kidney proximal convoluted tubule epithelial cell,0.036929617
Usp35,0.036929617,0.092926115,Kidney_kidney proximal convoluted tubule epithelial cell,0.036929617
A430110N23Rik,0.036929617,0.092926115,Kidney_kidney proximal convoluted tubule epithelial cell,0.036929617
Itch,0.036924619,0.092970387,Kidney_kidney proximal convoluted tubule epithelial cell,0.036924619
Pmp22,-0.03691987,0.09301247,Kidney_kidney proximal convoluted tubule epithelial cell,0.03691987
Pla2g15,0.036919626,0.093014632,Kidney_kidney proximal convoluted tubule epithelial cell,0.036919626
2310009A05Rik,0.036901211,0.093177948,Kidney_kidney proximal convoluted tubule epithelial cell,0.036901211
Slit3,-0.036893009,0.09325076,Kidney_kidney proximal convoluted tubule epithelial cell,0.036893009
Gps2,0.036888975,0.093286584,Kidney_kidney proximal convoluted tubule epithelial cell,0.036888975
Tapbp,0.036886237,0.093310914,Kidney_kidney proximal convoluted tubule epithelial cell,0.036886237
Arsk,0.036881934,0.093349147,Kidney_kidney proximal convoluted tubule epithelial cell,0.036881934
Prnp,0.036878389,0.093380661,Kidney_kidney proximal convoluted tubule epithelial cell,0.036878389
Pnkp,-0.036868237,0.093470954,Kidney_kidney proximal convoluted tubule epithelial cell,0.036868237
